,Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
116,641021,22.905.519/0001-51,,META FOOD SERVICE LTDA,Sim,,17612: Natal,RN,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
117,647132,26.687.803/0001-50,,MMA COMERCIO DE ALIMENTOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
118,649421,26.712.998/0001-40,,ATACADO DE CARNES MS LTDA,Sim,,73717: Paverama,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
119,653108,04.249.509/0001-23,,JOAO KENNEDY RIBEIRO,Sim,,47333: Juiz de Fora,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
120,654687,52.723.616/0001-94,,DELTA INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,Sim,,70750: São Bernardo do Campo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
121,657048,06.275.518/0001-14,,COMERCIAL DE ALIMENTOS TALISMA LTDA.,Sim,,71439: Socorro,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
122,658454,36.373.200/0001-37,,CAMPEIROS ALIMENTOS LTDA,Sim,,86932: Charqueadas,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
123,662526,05.583.963/0001-89,,ACOUGUE DO PIPO LTDA,Sim,,60631: São Pedro do Butiá,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
124,669498,35.156.745/0001-29,,J & A - COMERCIAL DO BRASIL LTDA,Sim,,68314: Paulínia,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
125,690129,39.299.257/0001-21,,BUFFALO COMERCIO E INDUSTRIA LTDA,Sim,,3018: Boa Vista,RR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
126,691710,97.270.490/0001-88,,APEBRUN COMERCIO DE CARNES LTDA,Sim,,85995: Caxias do Sul,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
127,692110,26.078.589/0001-34,,CARLOS ROBERTO HAMERMULLER,Sim,,87254: Júlio de Castilhos,RS,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
128,697039,31.146.982/0001-58,,C. K. CAVALHEIRO EMBUTIDOS,Sim,,75833: Guarapuava,PR,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
129,700553,02.861.015/0001-70,,FUMAGALLI & PIPPI LTDA,Sim,,57878: Pinhal Grande,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
130,707203,32.046.034/0001-03,,32.046.034 LUKAS VILLAR MESSIAS BRETAS,Sim,,41238: Belo Horizonte,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
131,709535,20.872.596/0001-27,,L. B. DOS SANTOS FERRAZ ALIMENTOS LTDA,Sim,,77070: Moreira Sales,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
132,712339,11.229.082/0001-67,,PIRACICABA CARNES E DERIVADOS EIRELI,Sim,,68756: Piracicaba,SP,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
133,714239,42.334.115/0001-62,,EMBUTIDOS PARAIBA INDUSTRIA  DE CARNES EIRELI,Sim,,19372: Bayeux,PB,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
134,720815,81.472.391/0001-49,,SCHAEDLER FABRICA DE EMBUTIDOS LTDA,Sim,,79790: Nova Santa Rosa,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
135,723457,30.471.600/0001-07,,YUKAN INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
136,726901,29.782.338/0001-24,,BORDAO ALIMENTOS LTDA,Sim,,50911: Ribeirão das Neves,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
137,731586,40.384.971/0001-05,,LUCAS RIPOLI MINGARELLI 08426854990,Sim,,77119: Munhoz de Melo,PR,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
138,732912,41.835.769/0001-07,,CRAVINFOODS LTDA,Sim,,63630: Cravinhos,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
139,743078,31.054.478/0001-28,,LIMA E ARRIGHI INDUSTRIA DE ALIMENTOS LTDA,Sim,,51152: Rio Pomba,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
140,748879,43.777.239/0001-85,,EMBUTIDOS ZANELLA LTDA,Sim,,78050: Realeza,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
141,751053,43.576.204/0001-88,,BXB ALIMENTOS LTDA,Sim,,71072: São Paulo,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
142,754339,42.498.987/0001-66,,GYN FOODS IND. E COM DE ALIMENTOS LTDA,Sim,,92274: Aparecida de Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
143,754635,26.323.839/0001-54,,AMAZON BEEF COMERCIO DE CARNES LTDA,Sim,,2550: Manaus,AM,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
144,762290,17.516.978/0001-03,,INDUSTRIA DE ALIMENTOS VALANDRO LTDA,Sim,,79553: Quedas do Iguaçu,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
145,766050,06.012.871/0001-01,,BSS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,Sim,,36854: Lauro de Freitas,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
146,768187,15.715.624/0001-62,,NATUCARNE INDUSTRIA DE ALIMENTOS LTDA,Sim,,2550: Manaus,AM,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
147,769579,06.192.699/0001-15,,BLACKBULL DISTRIBUIDORA DE CARNES LTDA,Sim,,76910: Maringá,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
148,771314,44.441.407/0001-20,,N A TRANSPORTES E COMERCIO DE ALIMENTOS LTDA,Sim,,71455: Sorocaba,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
149,776164,30.343.774/0001-86,,SCFOODS INDUSTRIA DE ALIMENTOS LTDA,Sim,,82112: Meleiro,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
150,776316,16.974.989/0001-74,,ALINY SANTOS FERREIRA OLIVEIRA 09747248743,Sim,,57037: Vila Velha,ES,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
151,776579,10.872.465/0001-96,,FRIGONISHI COMERCIO DE ALIMENTOS LTDA,Sim,,66257: Juquitiba,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
152,777025,42.236.941/0001-79,,COMERCIO DE CHARCUTARIA  LTDA,Sim,,56294: Colatina,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
153,778435,40.902.460/0001-20,,RMF ALIMENTOS LTDA,Sim,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
154,784430,42.458.627/0001-30,,ELIZANEIA SOLOVI BARBOZA QUINTILIANO 08150053930,Sim,,74772: Campina Grande do Sul,PR,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,1013901: FABRICAÇÃO DE PRODUTOS DE CARNE,,Sim
0,82712,05.895.634/0001-73,,QUANTO ALIMENTOS INDUSTRIA E COMERCIO LTDA,Sim,,88773: São Leopoldo,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013902: PREPARAÇÃO DE SUBPRODUTOS DO ABATE,,Sim
1,221060,89.892.566/0001-89,,FAROS INDUSTRIA DE FARINHA DE OSSOS LTDA,Sim,,86215: Cruzeiro do Sul,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013902: PREPARAÇÃO DE SUBPRODUTOS DO ABATE,,Sim
2,380803,04.543.188/0001-75,,BASE INDUSTRIA E COMERCIO DE OLEOS E PROTEINAS LTDA,Sim,,86215: Cruzeiro do Sul,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013902: PREPARAÇÃO DE SUBPRODUTOS DO ABATE,,Sim
3,410353,82.790.122/0001-93,,OSSOTUBA - IND. E COM. DE OLEOS E PROTEINAS LTDA,Sim,,83674: Tubarão,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013902: PREPARAÇÃO DE SUBPRODUTOS DO ABATE,,Sim
4,555430,24.013.907/0001-53,,INTERCONTINENTAL FOODS - COMERCIO DE ALIMENTOS LTDA,Sim,,91510: Rondonópolis,MT,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013902: PREPARAÇÃO DE SUBPRODUTOS DO ABATE,,Sim
5,592500,31.122.882/0001-91,,A F S DE SOUZA LTDA,Sim,,55433: Cocal do Sul,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013902: PREPARAÇÃO DE SUBPRODUTOS DO ABATE,,Sim
6,597224,18.773.359/0001-67,,AGROBRASILCHEMICAL INDUSTRIA E COMERCIO LTDA,Sim,,76775: Mandaguari,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013902: PREPARAÇÃO DE SUBPRODUTOS DO ABATE,,Sim
7,603002,06.274.095/0001-18,,AGROMASS BRASIL - IMPORTACAO E EXPORTACAO LTDA,Sim,,70971: São José do Rio Preto,SP,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1013902: PREPARAÇÃO DE SUBPRODUTOS DO ABATE,,Sim
8,749322,27.803.843/0001-82,,L.TOME DA SILVA ALIMENTOS,Sim,,58432: Itaperuna,RJ,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,1013902: PREPARAÇÃO DE SUBPRODUTOS DO ABATE,,Sim
